"Symbol"	"Entrez"	"Description"
"Alas1"	"11655"	"aminolevulinic acid synthase 1"
"Pdxk"	"216134"	"pyridoxal (pyridoxine, vitamin B6) kinase"
"Lama1"	"16772"	"laminin, alpha 1"
"Srxn1"	"76650"	"sulfiredoxin 1 homolog (S. cerevisiae)"
"Cdv3"	"321022"	"carnitine deficiency-associated gene expressed in ventricle 3"
"Slc10a3"	"214601"	"solute carrier family 10 (sodium/bile acid cotransporter family), member 3"
"Alox12b"	"11686"	"arachidonate 12-lipoxygenase, 12R type"
"Cyp2c38"	"13097"	"cytochrome P450, family 2, subfamily c, polypeptide 38"
"Arap1"	"69710"	"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1"
"Fanca"	"14087"	"Fanconi anemia, complementation group A"
"Igdcc4"	"56741"	"immunoglobulin superfamily, DCC subclass, member 4"
"Loxhd1"	"240411"	"lipoxygenase homology domains 1"
"Ank2"	"109676"	"ankyrin 2, brain"
"Ppp1r9a"	"243725"	"protein phosphatase 1, regulatory subunit 9A"
"Pwp2"	"110816"	"PWP2 periodic tryptophan protein homolog (yeast)"
"Trpc1"	"22063"	"transient receptor potential cation channel, subfamily C, member 1"
"Spring1"	"76792"	"SREBF pathway regulator in golgi 1"
"Prr5l"	"72446"	"proline rich 5 like"
"Abcc10"	"224814"	"ATP-binding cassette, sub-family C (CFTR/MRP), member 10"
"Alpk2"	"225638"	"alpha-kinase 2"
"Zswim6"	"67263"	"zinc finger SWIM-type containing 6"
"Abcc4"	"239273"	"ATP-binding cassette, sub-family C (CFTR/MRP), member 4"
"Rnft2"	"269695"	"ring finger protein, transmembrane 2"
"Rspo4"	"228770"	"R-spondin 4"
"Ugt8a"	"22239"	"UDP galactosyltransferase 8A"
"Pkd1"	"18763"	"polycystin 1, transient receptor potential channel interacting"
"P2ry2"	"18442"	"purinergic receptor P2Y, G-protein coupled 2"
"Rag2"	"19374"	"recombination activating gene 2"
"Fbxw8"	"231672"	"F-box and WD-40 domain protein 8"
"Psmf1"	"228769"	"proteasome (prosome, macropain) inhibitor subunit 1"
"Smap2"	"69780"	"small ArfGAP 2"
"Cyb5r4"	"123956256"	"cytochrome b5 reductase 4"
"Arhgef17"	"207212"	"Rho guanine nucleotide exchange factor (GEF) 17"
"Ccdc85a"	"216613"	"coiled-coil domain containing 85A"
"Acsl3"	"74205"	"acyl-CoA synthetase long-chain family member 3"
"Gm6685"	"-"	"-"
"Rims3"	"242662"	"regulating synaptic membrane exocytosis 3"
"Rangrf"	"57785"	"RAN guanine nucleotide release factor"
"1700031F05Rik"	"73300"	"RIKEN cDNA 1700031F05 gene"
"Nfyc"	"18046"	"nuclear transcription factor-Y gamma"
"Fbxo21"	"231670"	"F-box protein 21"
"Styk1"	"243659"	"serine/threonine/tyrosine kinase 1"
"Tex43"	"67343"	"testis expressed 43"
"Slc16a1"	"20501"	"solute carrier family 16 (monocarboxylic acid transporters), member 1"
"Atg12"	"67526"	"autophagy related 12"
"Sgpp2"	"433323"	"sphingosine-1-phosphate phosphatase 2"
"Cspg4"	"121021"	"chondroitin sulfate proteoglycan 4"
"Lrig2"	"269473"	"leucine-rich repeats and immunoglobulin-like domains 2"
"Adgre4"	"52614"	"adhesion G protein-coupled receptor E4"
"Odf4"	"252868"	"outer dense fiber of sperm tails 4"
"Itgbl1"	"223272"	"integrin, beta-like 1"
"Hspa13"	"110920"	"heat shock protein 70 family, member 13"
"Camkv"	"235604"	"CaM kinase-like vesicle-associated"
"Fshr"	"14309"	"follicle stimulating hormone receptor"
"Nup93"	"71805"	"nucleoporin 93"
"Rbm11"	"224344"	"RNA binding motif protein 11"
"Ucp3"	"22229"	"uncoupling protein 3 (mitochondrial, proton carrier)"
"Rasgrp2"	"19395"	"RAS, guanyl releasing protein 2"
"Lipi"	"320355"	"lipase, member I"
"Ap4b1"	"67489"	"adaptor-related protein complex AP-4, beta 1"
"Pebp1"	"23980"	"phosphatidylethanolamine binding protein 1"
"Ift57"	"73916"	"intraflagellar transport 57"
"Fkbp1a"	"14225"	"FK506 binding protein 1a"
"Inha"	"16322"	"inhibin alpha"
"Slx9"	"108707"	"SLX9 ribosome biogenesis factor"
"Guca2b"	"14916"	"guanylate cyclase activator 2b (retina)"
"5730522E02Rik"	"-"	"-"
"Or8s8"	"258277"	"olfactory receptor family 8 subfamily S member 8"
"Slc16a8"	"57274"	"solute carrier family 16 (monocarboxylic acid transporters), member 8"
"Chpf"	"74241"	"chondroitin polymerizing factor"
"Foxj3"	"230700"	"forkhead box J3"
"Nlrp4f"	"97895"	"NLR family, pyrin domain containing 4F"
"Mycbp2"	"105689"	"MYC binding protein 2, E3 ubiquitin protein ligase"
"Sox10"	"20665"	"SRY (sex determining region Y)-box 10"
"Asic4"	"241118"	"acid-sensing (proton-gated) ion channel family member 4"
"Ogfod1"	"270086"	"2-oxoglutarate and iron-dependent oxygenase domain containing 1"
"Trim33"	"94093"	"tripartite motif-containing 33"
"4933427E13Rik"	"71234"	"RIKEN cDNA 4933427E13 gene"
"Nfatc1"	"18018"	"nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 1"
"Polr2f"	"69833"	"polymerase (RNA) II (DNA directed) polypeptide F"
"Gmppa"	"69080"	"GDP-mannose pyrophosphorylase A"
"Cdo1"	"12583"	"cysteine dioxygenase 1, cytosolic"
"Klra9"	"16640"	"killer cell lectin-like receptor subfamily A, member 9"
"Klrc3"	"58179"	"killer cell lectin-like receptor subfamily C, member 3"
"1700088E04Rik"	"27660"	"RIKEN cDNA 1700088E04 gene"
"Cip2a"	"224171"	"cell proliferation regulating inhibitor of protein phosphatase 2A"
"Afap1l1"	"106877"	"actin filament associated protein 1-like 1"
"Calhm2"	"72691"	"calcium homeostasis modulator family member 2"
"Ppihl"	"66101"	"peptidyl prolyl isomerase H"
"Micall1"	"27008"	"microtubule associated monooxygenase, calponin and LIM domain containing -like 1"
"Dhrs7c"	"68460"	"dehydrogenase/reductase (SDR family) member 7C"
"Eif3l"	"223691"	"eukaryotic translation initiation factor 3, subunit L"
"Cfap95"	"67483"	"cilia and flagella associated protein 95"
"Npat"	"244879"	"nuclear protein in the AT region"
"Ankrd54"	"223690"	"ankyrin repeat domain 54"
"Pygb"	"110078"	"brain glycogen phosphorylase"
"Lmo7"	"380928"	"LIM domain only 7"
"Resp18"	"19711"	"regulated endocrine-specific protein 18"
"Cntnap3"	"238680"	"contactin associated protein-like 3"
"Pfkm"	"18642"	"phosphofructokinase, muscle"
"Gas7"	"14457"	"growth arrest specific 7"
"Entpd6"	"12497"	"ectonucleoside triphosphate diphosphohydrolase 6"
"Senp1"	"223870"	"SUMO1/sentrin specific peptidase 1"
"Vsx1"	"114889"	"visual system homeobox 1"
"Clec1a"	"243653"	"C-type lectin domain family 1, member a"
"Tbc1d4"	"210789"	"TBC1 domain family, member 4"
"Triobp"	"110253"	"TRIO and F-actin binding protein"
"Apmap"	"71881"	"adipocyte plasma membrane associated protein"
"Nol12"	"97961"	"nucleolar protein 12"
"Cdc14b"	"218294"	"CDC14 cell division cycle 14B"
"Lss"	"16987"	"lanosterol synthase"
"Slc7a6os"	"66432"	"solute carrier family 7, member 6 opposite strand"
"Rnf125"	"67664"	"ring finger protein 125"
"Cep15"	"218734"	"centrosomal protein 15"
"Slc35d2"	"70484"	"solute carrier family 35, member D2"
"Hsd17b3"	"15487"	"hydroxysteroid (17-beta) dehydrogenase 3"
"Atg9a"	"245860"	"autophagy related 9A"
"Ybey"	"216119"	"ybeY metallopeptidase"
"Gga1"	"106039"	"golgi associated, gamma adaptin ear containing, ARF binding protein 1"
"Slc22a15"	"242126"	"solute carrier family 22 (organic anion/cation transporter), member 15"
"Phldb2"	"208177"	"pleckstrin homology like domain, family B, member 2"
"Podxl2"	"319655"	"podocalyxin-like 2"
"Cst10"	"58214"	"cystatin 10 (chondrocytes)"
"Abhd10"	"213012"	"abhydrolase domain containing 10"
"Cnppd1"	"69171"	"cyclin Pas1/PHO80 domain containing 1"
"Atp1a1"	"11928"	"ATPase, Na+/K+ transporting, alpha 1 polypeptide"
"Dis3"	"72662"	"DIS3 homolog, exosome endoribonuclease and 3'-5' exoribonuclease"
"Card10"	"105844"	"caspase recruitment domain family, member 10"
"Mgll"	"23945"	"monoglyceride lipase"
"Tmprss7"	"208171"	"transmembrane serine protease 7"
"Kbtbd12"	"74589"	"kelch repeat and BTB (POZ) domain containing 12"
"Tmed7"	"66676"	"transmembrane p24 trafficking protein 7"
"Mzt1"	"76789"	"mitotic spindle organizing protein 1"
"BC016579"	"212998"	"cDNA sequence, BC016579"
"Tie1"	"21846"	"tyrosine kinase with immunoglobulin-like and EGF-like domains 1"
"Lpcat2"	"270084"	"lysophosphatidylcholine acyltransferase 2"
"Myh2"	"17882"	"myosin, heavy polypeptide 2, skeletal muscle, adult"
"Tpsg1"	"26945"	"tryptase gamma 1"
"Mamdc2"	"71738"	"MAM domain containing 2"
"S100b"	"20203"	"S100 protein, beta polypeptide, neural"
"Ttc28"	"209683"	"tetratricopeptide repeat domain 28"
"Slc9c1"	"208169"	"solute carrier family 9, subfamily C (Na+-transporting carboxylic acid decarboxylase), member 1"
"AA467197"	"433470"	"expressed sequence AA467197"
"Slitrk5"	"75409"	"SLIT and NTRK-like family, member 5"
"Eefsec"	"65967"	"eukaryotic elongation factor, selenocysteine-tRNA-specific"
"Gm9758"	"381714"	"predicted gene 9758"
"Rac2"	"19354"	"Rac family small GTPase 2"
"Ttf2"	"74044"	"transcription termination factor, RNA polymerase II"
"Wnt6"	"22420"	"wingless-type MMTV integration site family, member 6"
"Scaf11"	"72193"	"SR-related CTD-associated factor 11"
"Trim45"	"229644"	"tripartite motif-containing 45"
"Arid2"	"77044"	"AT rich interactive domain 2 (ARID, RFX-like)"
"Hsf4"	"26386"	"heat shock transcription factor 4"
"Szt2"	"230676"	"SZT2 subunit of KICSTOR complex"
"Gm5134"	"333669"	"predicted gene 5134"
"Shf"	"435684"	"Src homology 2 domain containing F"
"Ttll4"	"67534"	"tubulin tyrosine ligase-like family, member 4"
"Duox1"	"99439"	"dual oxidase 1"
"Slc35a4"	"67843"	"solute carrier family 35, member A4"
"Stk36"	"269209"	"serine/threonine kinase 36"
"Ptprm"	"19274"	"protein tyrosine phosphatase receptor type M"
"Rpgrip1l"	"244585"	"Rpgrip1-like"
"Wdr3"	"269470"	"WD repeat domain 3"
"Kctd17"	"72844"	"potassium channel tetramerisation domain containing 17"
"Noc4l"	"100608"	"NOC4 like"
"Ptprf"	"19268"	"protein tyrosine phosphatase receptor type F"
"Lpp"	"210126"	"LIM domain containing preferred translocation partner in lipoma"
"Mif"	"17319"	"macrophage migration inhibitory factor (glycosylation-inhibiting factor)"
"Dpyd"	"99586"	"dihydropyrimidine dehydrogenase"
"Fbxl8"	"50788"	"F-box and leucine-rich repeat protein 8"
"Galnt9"	"231605"	"polypeptide N-acetylgalactosaminyltransferase 9"
"Gstt2"	"14872"	"glutathione S-transferase, theta 2"
"Fem1c"	"240263"	"fem 1 homolog c"
"Ctdp1"	"67655"	"CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) phosphatase, subunit 1"
"Kdm4a"	"230674"	"lysine (K)-specific demethylase 4A"
"Tnxb"	"81877"	"tenascin XB"
"Dnm2"	"13430"	"dynamin 2"
"Plppr5"	"75769"	"phospholipid phosphatase related 5"
"Magea4"	"17140"	"MAGE family member A4"
"Chst2"	"54371"	"carbohydrate sulfotransferase 2"
"Map2k4"	"26398"	"mitogen-activated protein kinase kinase 4"
"Rtp4"	"67775"	"receptor transporter protein 4"
"Pus7l"	"78895"	"pseudouridylate synthase 7-like"
"Prrg3"	"208748"	"proline rich Gla (G-carboxyglutamic acid) 3 (transmembrane)"
"Usp37"	"319651"	"ubiquitin specific peptidase 37"
"Ipo13"	"230673"	"importin 13"
"Trim69"	"70928"	"tripartite motif-containing 69"
"Fntb"	"110606"	"farnesyltransferase, CAAX box, beta"
"Palmd"	"114301"	"palmdelphin"
"Atp6v0b"	"114143"	"ATPase, H+ transporting, lysosomal V0 subunit B"
"Trappc8"	"75964"	"trafficking protein particle complex 8"
"Rtp1"	"239766"	"receptor transporter protein 1"
"Frrs1"	"20321"	"ferric-chelate reductase 1"
"Arhgap44"	"216831"	"Rho GTPase activating protein 44"
"Clasp2"	"76499"	"CLIP associating protein 2"
"Spg11"	"214585"	"SPG11, spatacsin vesicle trafficking associated"
"Agl"	"77559"	"amylo-1,6-glucosidase, 4-alpha-glucanotransferase"
"Nudt15"	"214254"	"nudix hydrolase 15"
"Syce1l"	"668110"	"synaptonemal complex central element protein 1 like"
"Ctdspl2"	"329506"	"CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase like 2"
"Gucd1"	"68778"	"guanylyl cyclase domain containing 1"
"Cacul1"	"78832"	"CDK2 associated, cullin domain 1"
"Snap91"	"20616"	"synaptosomal-associated protein 91"
"Antxr1"	"69538"	"anthrax toxin receptor 1"
"Eri3"	"140546"	"exoribonuclease 3"
"Upb1"	"103149"	"ureidopropionase, beta"
"Mcee"	"73724"	"methylmalonyl CoA epimerase"
"Terf2ip"	"57321"	"telomeric repeat binding factor 2, interacting protein"
"Gtpbp6"	"107999"	"GTP binding protein 6 (putative)"
"Armcx2"	"67416"	"armadillo repeat containing, X-linked 2"
"Trmt13"	"229780"	"tRNA methyltransferase 13"
"Specc1l"	"74392"	"sperm antigen with calponin homology and coiled-coil domains 1-like"
"Lpar6"	"67168"	"lysophosphatidic acid receptor 6"
"Tagap"	"72536"	"T cell activation Rho GTPase activating protein"
"Adamts15"	"235130"	"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 15"
"Zbtb1"	"268564"	"zinc finger and BTB domain containing 1"
"Fan1"	"330554"	"FANCD2/FANCI-associated nuclease 1"
"Armcx1"	"78248"	"armadillo repeat containing, X-linked 1"
"Crlf2"	"57914"	"cytokine receptor-like factor 2"
"Cysltr2"	"70086"	"cysteinyl leukotriene receptor 2"
"Tomm6"	"66119"	"translocase of outer mitochondrial membrane 6"
"Fhip2a"	"226252"	"FHF complex subunit HOOK interacting protein 2A"
"Catsper2"	"212670"	"cation channel, sperm associated 2"
"Fndc3a"	"319448"	"fibronectin type III domain containing 3A"
"Cryzl2"	"226527"	"crystallin zeta like 2"
"Prss35"	"244954"	"protease, serine 35"
"Strc"	"140476"	"stereocilin"
"Larp4b"	"217980"	"La ribonucleoprotein 4B"
"Crygs"	"12970"	"crystallin, gamma S"
"Cdc14a"	"229776"	"CDC14 cell division cycle 14A"
"Asprv1"	"67855"	"aspartic peptidase, retroviral-like 1"
"Otud7a"	"170711"	"OTU domain containing 7A"
"Idi2"	"320581"	"isopentenyl-diphosphate delta isomerase 2"
"Ppip5k1"	"327655"	"diphosphoinositol pentakisphosphate kinase 1"
"Ttc7b"	"104718"	"tetratricopeptide repeat domain 7B"
"Acsm1"	"117147"	"acyl-CoA synthetase medium-chain family member 1"
"Casp4"	"12363"	"caspase 4, apoptosis-related cysteine peptidase"
"Idua"	"15932"	"iduronidase, alpha-L"
"Arhgef5"	"54324"	"Rho guanine nucleotide exchange factor (GEF) 5"
"Gtf2a2"	"235459"	"general transcription factor II A, 2"
"Angptl1"	"72713"	"angiopoietin-like 1"
"Znrf1"	"170737"	"zinc and ring finger 1"
"Dph5"	"69740"	"diphthamide biosynthesis 5"
"Fam20b"	"215015"	"FAM20B, glycosaminoglycan xylosylkinase"
"Rbfox2"	"93686"	"RNA binding protein, fox-1 homolog (C. elegans) 2"
"Adgrb3"	"210933"	"adhesion G protein-coupled receptor B3"
"Apol6"	"71939"	"apolipoprotein L 6"
"Myo6"	"17920"	"myosin VI"
"Tmem35a"	"67564"	"transmembrane protein 35A"
"Fa2h"	"338521"	"fatty acid 2-hydroxylase"
"Igf2bp2"	"319765"	"insulin-like growth factor 2 mRNA binding protein 2"
"Ndn"	"17984"	"necdin, MAGE family member"
"Reep4"	"72549"	"receptor accessory protein 4"
"Myo5c"	"208943"	"myosin VC"
"Spata2l"	"78779"	"spermatogenesis associated 2-like"
"Lgi3"	"213469"	"leucine-rich repeat LGI family, member 3"
"Rfwd3"	"234736"	"ring finger and WD repeat domain 3"
"Caskin1"	"268932"	"CASK interacting protein 1"
"Pank1"	"75735"	"pantothenate kinase 1"
"Cplx1"	"12889"	"complexin 1"
"Map3k13"	"71751"	"mitogen-activated protein kinase kinase kinase 13"
"Pcgf3"	"69587"	"polycomb group ring finger 3"
"Pdpr"	"319518"	"pyruvate dehydrogenase phosphatase regulatory subunit"
"Pik3c3"	"225326"	"phosphatidylinositol 3-kinase catalytic subunit type 3"
"Hacd3"	"57874"	"3-hydroxyacyl-CoA dehydratase 3"
"AW554918"	"225289"	"expressed sequence AW554918"
"Clec18a"	"353287"	"C-type lectin domain family 18, member A"
"Nat8f2"	"93673"	"N-acetyltransferase 8 (GCN5-related) family member 2"
"Piwil2"	"57746"	"piwi-like RNA-mediated gene silencing 2"
"Vps8"	"209018"	"VPS8 CORVET complex subunit"
"Ddx19b"	"234733"	"DEAD box helicase 19b"
"Zfp7"	"223669"	"zinc finger protein 7"
"Cep350"	"74081"	"centrosomal protein 350"
"Gabrb3"	"14402"	"gamma-aminobutyric acid (GABA) A receptor, subunit beta 3"
"Qsox1"	"104009"	"quiescin Q6 sulfhydryl oxidase 1"
"Ucp2"	"22228"	"uncoupling protein 2 (mitochondrial, proton carrier)"
"Inhca"	"71775"	"inhibitor of carbonic anhydrase"
"Arhgap39"	"223666"	"Rho GTPase activating protein 39"
"Acbd6"	"72482"	"acyl-Coenzyme A binding domain containing 6"
"Fcsk"	"234730"	"fucose kinase"
"Stard9"	"668880"	"START domain containing 9"
"Smyd5"	"232187"	"SET and MYND domain containing 5"
"Lrrc24"	"378937"	"leucine rich repeat containing 24"
"Ccar2"	"219158"	"cell cycle activator and apoptosis regulator 2"
"Foxn3"	"71375"	"forkhead box N3"
"Akr1c14"	"105387"	"aldo-keto reductase family 1, member C14"
"Adra2a"	"11551"	"adrenergic receptor, alpha 2a"
"Sfxn5"	"94282"	"sideroflexin 5"
"Vav3"	"57257"	"vav 3 oncogene"
"BC034090"	"207792"	"cDNA sequence BC034090"
"Emx1"	"13796"	"empty spiracles homeobox 1"
"Lrrc14"	"223664"	"leucine rich repeat containing 14"
"Egr3"	"13655"	"early growth response 3"
"3300002A11Rik"	"-"	"-"
"Sf3b3"	"101943"	"splicing factor 3b, subunit 3"
"Spr"	"20751"	"sepiapterin reductase"
"Fndc3c1"	"333564"	"fibronectin type III domain containing 3C1"
"Fkbpl"	"56299"	"FK506 binding protein-like"
"St18"	"240690"	"suppression of tumorigenicity 18"
"Gadd45gip1"	"102060"	"growth arrest and DNA-damage-inducible, gamma interacting protein 1"
"Mnd1"	"76915"	"meiotic nuclear divisions 1"
"Rbm4b"	"66704"	"RNA binding motif protein 4B"
"Recql4"	"79456"	"RecQ protein-like 4"
"Mtss2"	"244654"	"MTSS I-BAR domain containing 2"
"Calm4"	"80796"	"calmodulin 4"
"Tmem131l"	"229473"	"transmembrane 131 like"
"Nrxn2"	"18190"	"neurexin II"
"Exoc6b"	"75914"	"exocyst complex component 6B"
"Clcnka"	"12733"	"chloride channel, voltage-sensitive Ka"
"Rpap2"	"231571"	"RNA polymerase II associated protein 2"
"Npbwr1"	"226304"	"neuropeptides B/W receptor 1"
"Tlr13"	"279572"	"toll-like receptor 13"
"Asb13"	"142688"	"ankyrin repeat and SOCS box-containing 13"
"Dysf"	"26903"	"dysferlin"
"Tubgcp5"	"233276"	"tubulin, gamma complex associated protein 5"
"Atp7a"	"11977"	"ATPase, Cu++ transporting, alpha polypeptide"
"Atp6v1h"	"108664"	"ATPase, H+ transporting, lysosomal V1 subunit H"
"Lpcat2b"	"70902"	"lysophosphatidylcholine acyltransferase 2B"
"Tasor2"	"105203"	"transcription activation suppressor family member 2"
"Ephx4"	"384214"	"epoxide hydrolase 4"
"Tmem87a"	"211499"	"transmembrane protein 87A"
"Alg3"	"208624"	"asparagine-linked glycosylation 3 (alpha-1,3-mannosyltransferase)"
"Tcea1"	"21399"	"transcription elongation factor A (SII) 1"
"Ppp1r16a"	"73062"	"protein phosphatase 1, regulatory subunit 16A"
"Tpsb2"	"17229"	"tryptase beta 2"
"Dnah8"	"13417"	"dynein, axonemal, heavy chain 8"
"Fgb"	"110135"	"fibrinogen beta chain"
"Tpbpa"	"21984"	"trophoblast specific protein alpha"
"Foxh1"	"14106"	"forkhead box H1"
"Mrpl15"	"27395"	"mitochondrial ribosomal protein L15"
"Pla2g4c"	"232889"	"phospholipase A2, group IVC (cytosolic, calcium-independent)"
"B3galt2"	"26878"	"UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 2"
"Or9g4b"	"258564"	"olfactory receptor family 9 subfamily G member 4B"
"Gm28042"	"-"	"-"
"Kcnk10"	"72258"	"potassium channel, subfamily K, member 10"
"Ston1"	"77057"	"stonin 1"
"Engase"	"217364"	"endo-beta-N-acetylglucosaminidase"
"Fgg"	"99571"	"fibrinogen gamma chain"
"Cdk10"	"234854"	"cyclin dependent kinase 10"
"Klf9"	"16601"	"Kruppel-like transcription factor 9"
"Ppargc1b"	"170826"	"peroxisome proliferative activated receptor, gamma, coactivator 1 beta"
"Best4-ps"	"-"	"-"
"Lgals3bp"	"19039"	"lectin, galactoside-binding, soluble, 3 binding protein"
"Rbm46"	"633285"	"RNA binding motif protein 46"
"Zfp267"	"241944"	"zinc finger protein 267"
"Pxk"	"218699"	"PX domain containing serine/threonine kinase"
"Cfhr2"	"545366"	"complement factor H-related 2"
"Map9"	"213582"	"microtubule-associated protein 9"
"Mapkbp1"	"26390"	"mitogen-activated protein kinase binding protein 1"
"Ccp110"	"101565"	"centriolar coiled coil protein 110"
"Zdhhc15"	"108672"	"zinc finger, DHHC domain containing 15"
"Usp36"	"72344"	"ubiquitin specific peptidase 36"
"Gucy1a1"	"60596"	"guanylate cyclase 1, soluble, alpha 1"
"Chmp2a"	"68953"	"charged multivesicular body protein 2A"
"Gde1"	"56209"	"glycerophosphodiester phosphodiesterase 1"
"Parl"	"381038"	"presenilin associated, rhomboid-like"
"Rbm34"	"52202"	"RNA binding motif protein 34"
"Vhl"	"22346"	"von Hippel-Lindau tumor suppressor"
"Ndufb7"	"66916"	"NADH:ubiquinone oxidoreductase subunit B7"
"Brk1"	"101314"	"BRICK1, SCAR/WAVE actin-nucleating complex subunit"
"Mga"	"29808"	"MAX gene associated"
"Zswim5"	"74464"	"zinc finger SWIM-type containing 5"
"Trim36"	"28105"	"tripartite motif-containing 36"
"Aspm"	"12316"	"abnormal spindle microtubule assembly"
